,identifier,scroll_id,panel_id,animal_label,myth_label,tree_label,image_path,text
89,scroll_011-seramuddin-panel_01,1_11,1,0,1,1,/workspace/folk/all_data/s1_11/img/s1.jpg,Angad then slapped Ravana and grabbed his crown And delivered it to Ram’s camp.  And then began the combat between Ram and Ravana in the city of Lanka.
90,scroll_011-seramuddin-panel_02,1_11,2,0,1,0,/workspace/folk/all_data/s1_11/img/s2.jpg,"Ram released hundreds of arrows at a time. Volleys of arrows from both warriors tore across the sky. Both shot their arrows with all the prowess at their command Seeing his own (charmed) arrows aimed at himself, Ravana was terrified. Ram, confident of Ravana’s destruction Chanted a sacred mantra and released the (divine) arrows Two of which pierced Ravana’s heart. Ravana fell to the ground, writhing in pain"
91,scroll_011-seramuddin-panel_03,1_11,3,0,1,0,/workspace/folk/all_data/s1_11/img/s3.jpg,"(As) Brahma and all the other gods in the heavens (looked on). Of Ravana’s one hundred thousand sons and ten million grandsons Not one remained to continue his lineage. His fourteen thousand wives wailed around his fallen body “Who is left to rule the golden kingdom of Lanka now?” “Oh, my husband,” wept Mandodori, “though you worshipped Shiva “He deserted you when you were dying!” Touching each of the ten faces with a torch, Bibhishan lit the pyre. And plumes of smoke rose from Ravana’s burning pyre."
92,scroll_011-seramuddin-panel_04,1_11,4,0,1,0,/workspace/folk/all_data/s1_11/img/s4.jpg,"From the Ramayan composed by the poet, Pandit Krittibash I end my recitation here. The name of the author is Bahar Chitrakar of Medinipur. Ah, Medinipur is the address."
93,scroll_012-seramuddin-panel_01,1_12,1,0,0,1,/workspace/folk/all_data/s1_12/img/s1.jpg,"The marriage of Ramachandra took place and all the rituals were completed. But to uphold his father’s promise, Rama went to live in the forest. Rama led the way, followed by Janaki Lakshmana the archer, brought up the rear. With the scorching sun above, and the burning sand beneath their feet Sita, delicate as a butter-doll, could barely walk. Breaking a (leafy) branch from a tree, Lakshmana held it over her head. “Walk slowly, under its shade, Lakshmi.”"
94,scroll_012-seramuddin-panel_02,1_12,2,0,0,1,/workspace/folk/all_data/s1_12/img/s2.jpg,"They arrived at the Panchabati forest Where Rama and Lakshmana set up a thatched hut. The two brothers set up the hut. While Rama and Sita sat and played a game, Lakshmana stood guard.  Just then, Surpanakha arrived, looking for flowers. Lakshmana caught her and cut off her nose. Clutching her severed nose in her hand, she tore back to Lanka And fell at her brother Ravana’s feet."
95,scroll_012-seramuddin-panel_03,1_12,3,0,1,0,/workspace/folk/all_data/s1_12/img/s3.jpg,"The shrewd king Dashanana  came up with such a clever plan. Consumed with rage at his sister’s plight His whole body seemed to be on fire. Summoning Maricha, Ravana laid out his plan. “Go, Maricha to that Panchabati forest “You will find Rama, Lakshmana and Sita there “When Rama tries to catch you “You will cry out ‘my dear brother’ Thus, Ravana carefully tutored Maricha. Maricha, the sorcerer then assumed the form of a deer. How beautiful the deer looked as it danced in myriad ways. Chandramukhi called out to her husband, Raghuvar (Rama) And pleaded with him. Do catch that deer for me and make me happy. Then, the both of us, sitting in this forest Could forget our sorrows, watching the deer. “Come here, brother Lakshmana, I cannot bear (her pain). “I am off to catch the deer at Sita’s behest. “Until I return to this hut “Keep a careful watch over Sita, my brother.” With a lusty yell, Rama gave chase to the deer. But the deer, (swift as) a golden bee, flew off. Catching up with the deer, Rama killed it. The deer shrieked out loud “I am dying at the hands of a demon, dear brother! “Come and save me from my distress!” The cries reached Sita’s ears. “Come here, brother-in-law Lakshmana, have a betel leaf. “You must go search the Dandaka forest for your elder brother.” “My brother has ordered me to guard you Lakshmi (Sita). “Why do you ask me to leave?” “Oh, I understand, Lakshmana, I understand your intentions only too well “When my lord (Prabhu) dies, you wish to become my consort.” Covering his ears in shame, Lakshmana took Lord Vishnu’s name. “You are like my mother, Sumitra and Raghunath, my father! “Promise me, O sage’s daughter “(That you will stay within) the line I am drawing around the hut.”"
96,scroll_012-seramuddin-panel_04,1_12,4,0,0,1,/workspace/folk/all_data/s1_12/img/s4.jpg,"Having marked a boundary, Lakshmana departed. From under the shade of a banyan tree, Ravana then appeared Little boy-mendicants attired in red Went from home to home, rattling their damaru drums and begging for alms. “Please give me alms, Ma Janaki, give me alms (quickly). “For I am afraid of your husband. “From your jewelled plate, full of gold coins “Please give alms on a (poor) ascetic’s plate, O daughter of Janaka.” Receiving the alms, Ravana glanced around (covertly), anticipating danger"
97,scroll_012-seramuddin-panel_05,1_12,5,1,1,0,/workspace/folk/all_data/s1_12/img/s5.jpg,"And grabbing Sita’s hand, he pulled her on to his chariot. Sobbing piteously, Sita’s face was tear-streaked. “Come and save me from this plight, O brother-in-law Lakshmana!” Up and away the chariot flew (Till) Jatayu, Dasharatha’s friend, came into view. Thinking it was an enemy chariot, Jatayu swallowed it whole. “Take heed, Jatayu, take heed” Ravana warned. “For your friend’s daughter-in-law is in the chariot. Ashamed, Jatayu disgorged the chariot. With the arrow of Brahma, Ravana struck Jatayu. With a cry of pain, Jatayu fell to the ground, dying While Sita wept bitterly. The song of Ramayan was written by Krittibas. Here I end my poetic offering. My name is Seramuddin My address, Medinipur."
98,scroll_013-jharna-panel_01,1_13,1,0,0,0,/workspace/folk/all_data/s1_13/img/s1.jpg,"The marriage of Ramachandra took place and all the rituals were completed. But to uphold his father’s promise, Rama went to live in the forest. Rama led the way, followed by Janaki Lakshmana the archer, brought up the rear. With the scorching sun above, and the burning sand beneath their feet Sita, delicate as a butter-doll, could barely walk. Breaking a (leafy) branch from a tree, Lakshmana held it over her head. “Walk slowly, under its shade, Lakshmi.”"
99,scroll_013-jharna-panel_02,1_13,2,0,0,0,/workspace/folk/all_data/s1_13/img/s2.jpg,"In the Panchabati forest, Rama established a home. Rama and Sita were seated (in their hut) while Lakshmana stood guard. One day Surpanakha arrived at the Panchabati forest And Lakshmana chopped off her nose and ears. With her nose in her hand, the widow rushed to the city of Lanka And fell at her elder brother Ravana’s feet."
100,scroll_013-jharna-panel_03,1_13,3,0,1,0,/workspace/folk/all_data/s1_13/img/s3.jpg,"The shrewd king Dashanana came up with such a clever plan. Consumed with rage at his sister’s plight His whole body seemed to be on fire. Summoning Maricha, Ravana had him change into a deer."
101,scroll_013-jharna-panel_04,1_13,4,1,0,1,/workspace/folk/all_data/s1_13/img/s4.jpg,"How beautiful the deer looked as it danced in myriad ways. Janaki pleaded with her husband, “O, Raghuvar (Rama) “Do catch that deer for me - make me happy. “It will ease my sorrow, looking at the deer.” “Come here, dear brother Lakshmana, I cannot bear (her pain). “I shall go catch the deer at Sita’s behest. “Until I return to this hut Keep a careful watch over Sita, my brother.” With a lusty yell, Rama chased the deer. But the deer, (swift as) a golden bee, flew off. Catching up with the deer, Rama killed it."
102,scroll_013-jharna-panel_05,1_13,5,0,1,1,/workspace/folk/all_data/s1_13/img/s5.jpg,"The (dying) deer then began to cry out loud “Where are you dear Lakshmana? Come to me. “Save me from this danger!” When this heart-rending cry reached Sita’s ears She summoned Lakshmana and told him “Come quickly, brother-in-law Lakshmana, have this betel leaf. “You must go find your elder brother in the Dandaka forest.” “My brother has left me here to guard you, Lakshmi (Sita) “And you now ask me to go seek him?” “Oh, I understand your intentions, brother-in-law Lakshmana, only too well! “When Ramachandra dies, you wish to become my consort.” Covering his ears in shame, Lakshmana took Lord Vishnu’s name. “You are like my mother, Sumitra and Raghunath, my father! “First give me your word, O sage’s daughter. “I shall draw a line around the hut “(But) the face you see, should you cross the line (Will cause) chaos in the three worlds and great misery will be yours.” Having marked a boundary, Lakshmana departed."
103,scroll_013-jharna-panel_06,1_13,6,0,0,1,/workspace/folk/all_data/s1_13/img/s6.jpg,"From under the shade of a banyan tree, Ravana then appeared. “Give me alms, Ma Janaki so that I can return home “For I am afraid of your husband’s arrows.” If he did not receive alms, the hermit (claimed that he) would die. Killing a man being a great sin, Sita was scared. From a golden platter heaped with gems and cowries The daughter of Janaka poured alms on t the ascetic’s plate. She stepped across the line to give the alms And grabbing Sita’s hand, (Ravana) pulle her on to his chariot. Up and away the chariot flew (Till) Jatayu, Dasharatha’s friend, came into view. (Opening his mouth wide), Jatayu swallowed Ravana’s chariot whole And then began a fierce battle between Ravana and Jatayu. “Take heed, Jatayu, take heed” (Ravana warned) “Your friend’s daughter-in-law is in the chariot. Hearing about his friend’s daughter-in- law, Jatayu was ashamed"
104,scroll_013-jharna-panel_07,1_13,7,1,1,0,/workspace/folk/all_data/s1_13/img/s7.jpg,"And disgorged the chariot he had swallowed. With the Brahmashel arrow, Ravana struck Jatayu’s head. Jatayu fell, lying sprawled across ten kathas of land"
105,scroll_013-jharna-panel_08,1_13,8,1,1,0,/workspace/folk/all_data/s1_13/img/s8.jpg,"Speaking tenderly, Ramachandra looked at the (dying) bird And gazed (tearfully) into his precious eyes. “Having mortally wounded me, he has taken your wife, Rama “Go rescue Sita first, Rama, gem of the Raghus.”  Having heard the news (of Sita’s abduction) from the bird Rama lay grief-stricken under a tree. “We have left our mother behind at home and our father died there. “ As destined by fate, Sita was stolen from the forest.” Saying this, Ramachandra grieved silently. Ravana carried off Sita and kept her in the Ashoka grove. Habichak, under Chandipur thana is where I live And singing the Sitaharan pata song for you, I am Jharna Chitrakar."
0,scroll_001_panel_01,2_1,1,1,1,1,/workspace/folk/all_data/s2_1/img/s1.jpg,
1,scroll_001_panel_02,2_1,2,1,0,0,/workspace/folk/all_data/s2_1/img/s2.jpg,
2,scroll_001_panel_03,2_1,3,0,1,1,/workspace/folk/all_data/s2_1/img/s3.jpg,
3,scroll_002_panel_01,2_2,1,1,0,1,/workspace/folk/all_data/s2_2/img/s1.jpg,"Bullock cart from the hub of potters loaded to the hilt with pots and containers The cart is driven by Bangsi badan who is accompanied by nephew Madan The haat has come up on Friday by Padma's banks in Bucksbury After assembling all the goods, Transaction is done by village folks Bitter gourd, pointed gourd, radish and aubergine Baskets, winnowing fans woven with cane Flour, refined and whole grain, gram and mustard Wrappers for winter fancily embroidered Slotted woks, spoons and ladles, city procured, cheap umbrellas. Over the sugarcane jaggery filled pitcher a swarm of flies hover A bale of hay by the boat farmers daughter brought to the ghat Kanai who begs on the road by singing songs is blind Local boys by the ghat in the river splash about."
4,scroll_003_panel_01,2_3,1,1,0,1,/workspace/folk/all_data/s2_3/img/s1.jpg,
5,scroll_003_panel_02,2_3,2,0,0,1,/workspace/folk/all_data/s2_3/img/s2.jpg,
6,scroll_004_panel_01,2_4,1,1,0,1,/workspace/folk/all_data/s2_4/img/s1.jpg,"The night is dark, the sky is filled with teeming clouds. Friend, what can I say to you? By virtue of many lives, Him I have won.  I Am Buried In Shyam Whatever the elders at home may say I can never leave my treasure, my Shyam, His beauty and charm have eaten my heart. I constantly fear that someone will come And cut my ribs open to take them away. Forever I am conscious, awake day and night, Even when in lassitude I close my eyes. I am buried in Shyam, the shape of my loves.  Who could ever wish me to leave my loving, I would rather eat poison than hear such words. I have explored his beauty and found no shores, But the god at last is standing by me. I will fulfill my dream and let the rest go.  The Confidante Loquitur That gay one who is the abode of virtue Incessantly murmurs thy name, On hearing a word of thee His limbs are pervaded by a thrill, Bending down lowly his head Tears pour from his eyes, If one should ask him a word He waves (him) away with his hand, If one should speak concerning thee Thou wilt see there is nothing else in his mind. There is no firmness (left) in him; A serious matter Chandi Das sings.  The Confidante Loquitur Ah lady! ah lady! hear a word, At length having seen (him) I have come again; Looking, looking, (my) pain increased, Whatever was done profited not. He binds not his hair, he girds not his waist, He eats not food, he drinks not water. The color of gold Shyam has become, Constantly remembering thy name. He does not recognize any one, his eye does not wink, He remains with fixed look like a doll of wood. I placed a piece of wool to his nose, Then only I perceived that he breathed, There is breath, but there remains no life, Delay not, my happiness depends on it! Chandi Das saith (it is) the anguish of separation In his heart, the only medicine is Radha.  Appeal Thy youth is but a noon, of night take heed, — A noon that is a fragment of a day, And the swift eve all sweet things bears away, All sweet things and all bitter, rose and weed. For others' bliss who lives, he lives indeed. But thou art pitiful and ruth shouldst know. I bid thee trifle not with fatal love, But save our pride and dear one, O my dove, And heaven and earth and the nether world below Shall only with thy praises peopled grow. Life is a bliss that cannot long abide, But while thou livest, love. For love the sky Was founded, earth upheaved from the deep cry Of waters, and by love is sweetly tied The golden cordage of our youth and pride."
7,scroll_005_panel_01,2_5,1,0,0,1,/workspace/folk/all_data/s2_5/img/s1.jpg,"Come to my house O ye, O ye Come to my house In the month of Karthik, o benefactor The night of amavasya has gone by Wake, Mother Lakshmi Wake, Mother Bhagabati Wake, Mother Lakshmi Wake, Mother Bhagabati Please give me five paisa Ten milk cows I sing ooooooo"
8,scroll_005_panel_02,2_5,2,1,0,0,/workspace/folk/all_data/s2_5/img/s2.jpg,"Come to my house O ye, O ye Come to my house In the month of Karthik, o benefactor The night of amavasya has gone by Wake, Mother Lakshmi Wake, Mother Bhagabati Wake, Mother Lakshmi Wake, Mother Bhagabati Please give me five paisa Ten milk cows I sing ooooooo"
9,scroll_005_panel_03,2_5,3,1,0,1,/workspace/folk/all_data/s2_5/img/s3.jpg,Year after year Let good be yours We are poor If people die there is no glory
10,scroll_005_panel_04,2_5,4,1,0,1,/workspace/folk/all_data/s2_5/img/s4.jpg,In this year and this month we shall dance in this courtyard Once death does come The twelve months will go O the twelve months will go
11,scroll_005_panel_05,2_5,5,1,0,1,/workspace/folk/all_data/s2_5/img/s5.jpg,The burden is on you He was doing good alas Only a few paisa we have But in debt he leaves the world
12,scroll_006_panel_01,2_6,1,0,0,0,/workspace/folk/all_data/s2_6/img/s1.jpg,
13,scroll_006_panel_02,2_6,2,0,0,0,/workspace/folk/all_data/s2_6/img/s2.jpg,
14,scroll_006_panel_03,2_6,3,0,0,1,/workspace/folk/all_data/s2_6/img/s3.jpg,
15,scroll_007_panel_01,2_7,1,1,0,1,/workspace/folk/all_data/s2_7/img/s1.jpg,
16,scroll_008_panel_01,2_8,1,1,1,0,/workspace/folk/all_data/s2_8/img/s1.jpg,
17,scroll_009_panel_01,2_9,1,1,0,1,/workspace/folk/all_data/s2_9/img/s1.jpg,
18,scroll_010_panel_01,2_10,1,1,1,0,/workspace/folk/all_data/s2_10/img/s1.jpg,
19,scroll_010_panel_02,2_10,2,0,0,0,/workspace/folk/all_data/s2_10/img/s2.jpg,
20,scroll_010_panel_03,2_10,3,0,0,0,/workspace/folk/all_data/s2_10/img/s3.jpg,
21,scroll_010_panel_04,2_10,4,1,0,0,/workspace/folk/all_data/s2_10/img/s4.jpg,
22,scroll_010_panel_05,2_10,5,1,0,1,/workspace/folk/all_data/s2_10/img/s5.jpg,
23,scroll_010_panel_06,2_10,6,1,0,0,/workspace/folk/all_data/s2_10/img/s6.jpg,
24,scroll_010_panel_07,2_10,7,0,0,0,/workspace/folk/all_data/s2_10/img/s7.jpg,
25,scroll_010_panel_08,2_10,8,1,0,1,/workspace/folk/all_data/s2_10/img/s8.jpg,
26,scroll_010_panel_09,2_10,9,0,1,0,/workspace/folk/all_data/s2_10/img/s9.jpg,
27,scroll_010_panel_10,2_10,10,1,0,0,/workspace/folk/all_data/s2_10/img/s10.jpg,
28,scroll_011_panel_01,2_11,1,0,1,0,/workspace/folk/all_data/s2_11/img/s1.jpg,"And dear lady worship Shiva Be of service to him Shiva can provide you today riches that make you king Sitting on the skin of a tiger Husband of Durga On his left is seated Chandika Parvati  From his left, Durga said glancing at Shiva  ""Please buy us bangles made from conch shell, We will go to the Raas fair""  ""I am a beggar, where shall I get bangles If you wish to wear bangles, go to your parents place""  ""Well then, stay here and eat crap I am headed to my parents place, taking Karthik and Ganesh with me"""
29,scroll_011_panel_02,2_11,2,1,1,1,/workspace/folk/all_data/s2_11/img/s2.jpg,"On leaving home, Durga was befuddled On her left was a snake and on the right a fox An owl watched her in this state Without any reason, she landed herself in trouble"
30,scroll_011_panel_03,2_11,3,0,1,1,/workspace/folk/all_data/s2_11/img/s3.jpg,"In her plight, she made her way to Brahma to ask for a boon On her arrival, Brahma met his aunt If you want to escape to your parents, do so But there sits the old man with trishul in his hand From yonder the city of Narod begins"
31,scroll_011_panel_04,2_11,4,0,1,1,/workspace/folk/all_data/s2_11/img/s4.jpg,"Narod went to see his uncle Shiva asked him for advice ""How do I get your aunt back to Kailash?"" ""There is a way out, uncle If you are willing to disguise yourself as a tiger"""
32,scroll_011_panel_05,2_11,5,1,1,1,/workspace/folk/all_data/s2_11/img/s5.jpg,"""You will meet aunt in beauty and intellect"" So Shiva disguised himself as a tiger And waited by the roadside What is to fear? Karthik Ganesh fear not To go to my parents place I have transport Starching my saree and dressing neatly I will head to my parents"
33,scroll_011_panel_06,2_11,6,0,1,1,/workspace/folk/all_data/s2_11/img/s6.jpg,"""Bom bom"" said Shiva and escaped into the jungle He told Narod that his advice did not work And he was unlucky If it were more audible, your aunt would have ridden the tiger"
34,scroll_011_panel_07,2_11,7,0,1,1,/workspace/folk/all_data/s2_11/img/s7.jpg,"""In that case, let me give you another idea"" said Narod ""Can you disguise yourself as bangles made from conch shell? Then, she will wear you and you can meet aunt in beauty and intellect"""
35,scroll_011_panel_08,2_11,8,0,1,1,/workspace/folk/all_data/s2_11/img/s8.jpg,"""Gorur, Gorur"" he started yelling And today too the bird was smoking a pipe ""Can you procure some bangles made from conch shell?"""
36,scroll_011_panel_09,2_11,9,0,0,1,/workspace/folk/all_data/s2_11/img/s9.jpg,"With one wing he created the seas, and another he holds them together Within no time, he got some conch shell bangles for Mahadev Shiva disguised as Sankhari Thakur went with to his in-laws place"
37,scroll_011_panel_10,2_11,10,0,1,0,/workspace/folk/all_data/s2_11/img/s10.jpg,"Come get conch shell bangles, Come get conch shell bangles The disguised Shiva announced three times He was welcomed at his in-laws And all the maidens wanted bangles made from conch shell"
38,scroll_011_panel_11,2_11,11,0,1,0,/workspace/folk/all_data/s2_11/img/s11.jpg,"If all wealth is sold to buy ornaments for Durga, When in plight what shall we eat from Says Ranga, ""Wear these beautiful bangles and go to heaven"" So she sat on a bed made of gold and rested her leg on a silver stool"
39,scroll_011_panel_12,2_11,12,0,1,0,/workspace/folk/all_data/s2_11/img/s12.jpg,"She looked beautiful, wearing conch shell bangles Exactly like the mother of Karthik and Ganesh And thus were united Shiva and Durga In beauty and intellect Laughing, Shiva and Durga went back to Kailash."
40,scroll_012_panel_01,2_12,1,1,1,0,/workspace/folk/all_data/s2_12/img/s1.jpg,
41,scroll_012_panel_02,2_12,2,0,1,0,/workspace/folk/all_data/s2_12/img/s2.jpg,
42,scroll_012_panel_03,2_12,3,1,0,1,/workspace/folk/all_data/s2_12/img/s3.jpg,
43,scroll_012_panel_04,2_12,4,0,0,0,/workspace/folk/all_data/s2_12/img/s4.jpg,
44,scroll_012_panel_05,2_12,5,1,0,0,/workspace/folk/all_data/s2_12/img/s5.jpg,
45,scroll_012_panel_06,2_12,6,1,0,1,/workspace/folk/all_data/s2_12/img/s6.jpg,
46,scroll_012_panel_07,2_12,7,1,0,0,/workspace/folk/all_data/s2_12/img/s7.jpg,
47,scroll_013_panel_01,2_13,1,1,1,0,/workspace/folk/all_data/s2_13/img/s1.jpg,
48,scroll_013_panel_02,2_13,2,1,1,1,/workspace/folk/all_data/s2_13/img/s2.jpg,
49,scroll_013_panel_03,2_13,3,1,1,0,/workspace/folk/all_data/s2_13/img/s3.jpg,
50,scroll_013_panel_04,2_13,4,1,1,1,/workspace/folk/all_data/s2_13/img/s4.jpg,
51,scroll_013_panel_05,2_13,5,1,1,0,/workspace/folk/all_data/s2_13/img/s5.jpg,
52,scroll_013_panel_06,2_13,6,1,0,0,/workspace/folk/all_data/s2_13/img/s6.jpg,
53,scroll_013_panel_07,2_13,7,0,1,0,/workspace/folk/all_data/s2_13/img/s7.jpg,
54,scroll_013_panel_08,2_13,8,1,1,0,/workspace/folk/all_data/s2_13/img/s8.jpg,
55,scroll_013_panel_09,2_13,9,0,1,1,/workspace/folk/all_data/s2_13/img/s9.jpg,
56,scroll_013_panel_10,2_13,10,1,1,0,/workspace/folk/all_data/s2_13/img/s10.jpg,
57,scroll_014_panel_01,2_14,1,1,1,0,/workspace/folk/all_data/s2_14/img/s1.jpg,
58,scroll_014_panel_02,2_14,2,1,0,0,/workspace/folk/all_data/s2_14/img/s2.jpg,
59,scroll_014_panel_03,2_14,3,0,0,0,/workspace/folk/all_data/s2_14/img/s3.jpg,
60,scroll_014_panel_04,2_14,4,0,0,0,/workspace/folk/all_data/s2_14/img/s4.jpg,
61,scroll_014_panel_05,2_14,5,1,0,0,/workspace/folk/all_data/s2_14/img/s5.jpg,
62,scroll_014_panel_06,2_14,6,1,0,0,/workspace/folk/all_data/s2_14/img/s6.jpg,
63,scroll_014_panel_07,2_14,7,0,0,1,/workspace/folk/all_data/s2_14/img/s7.jpg,
64,scroll_014_panel_08,2_14,8,1,0,1,/workspace/folk/all_data/s2_14/img/s8.jpg,
65,scroll_014_panel_09,2_14,9,0,1,1,/workspace/folk/all_data/s2_14/img/s9.jpg,
66,scroll_014_panel_10,2_14,10,0,1,1,/workspace/folk/all_data/s2_14/img/s10.jpg,
67,scroll_014_panel_11,2_14,11,0,1,0,/workspace/folk/all_data/s2_14/img/s11.jpg,
68,scroll_014_panel_12,2_14,12,0,1,0,/workspace/folk/all_data/s2_14/img/s12.jpg,
69,scroll_014_panel_13,2_14,13,0,1,1,/workspace/folk/all_data/s2_14/img/s13.jpg,
70,scroll_014_panel_14,2_14,14,0,1,0,/workspace/folk/all_data/s2_14/img/s14.jpg,
71,scroll_014_panel_15,2_14,15,0,1,0,/workspace/folk/all_data/s2_14/img/s15.jpg,
72,scroll_014_panel_16,2_14,16,0,1,0,/workspace/folk/all_data/s2_14/img/s16.jpg,
73,scroll_015_panel_01,2_15,1,0,1,0,/workspace/folk/all_data/s2_15/img/s1.jpg,
74,scroll_015_panel_02,2_15,2,0,1,1,/workspace/folk/all_data/s2_15/img/s2.jpg,
75,scroll_015_panel_03,2_15,3,0,1,1,/workspace/folk/all_data/s2_15/img/s3.jpg,
76,scroll_015_panel_04,2_15,4,0,1,0,/workspace/folk/all_data/s2_15/img/s4.jpg,
77,scroll_015_panel_05,2_15,5,0,1,0,/workspace/folk/all_data/s2_15/img/s5.jpg,
78,scroll_015_panel_06,2_15,6,0,1,0,/workspace/folk/all_data/s2_15/img/s6.jpg,
79,scroll_015_panel_07,2_15,7,0,1,0,/workspace/folk/all_data/s2_15/img/s7.jpg,
80,scroll_015_panel_08,2_15,8,0,1,0,/workspace/folk/all_data/s2_15/img/s8.jpg,
81,scroll_015_panel_09,2_15,9,0,1,0,/workspace/folk/all_data/s2_15/img/s9.jpg,
82,scroll_015_panel_10,2_15,10,0,1,1,/workspace/folk/all_data/s2_15/img/s10.jpg,
